case_id,case_kind,parent_id,operator,report_class,expected_decision,evaluator_name,decision,correct,dim_claim_evidence_consistency,dim_evidence_completeness,dim_impact_calibration,dim_reproducibility,dim_scope_consistency,confidence
mut-massign-014-contradict-observed-result-05,mutated,canonical-massign-014,contradict_observed_result,valid,reject,rules-baseline,reject,1,0.3,1.0,1.0,1.0,1.0,0.675
mut-massign-014-fabricate-reference-02,mutated,canonical-massign-014,fabricate_reference,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,1.0,1.0,0.45
mut-massign-014-impossible-precondition-04,mutated,canonical-massign-014,impossible_precondition,valid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-massign-014-misattribute-cve-03,mutated,canonical-massign-014,misattribute_cve,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.7,1.0,1.0,1.0,1.0,0.45
mut-massign-014-remove-affected-version-08,mutated,canonical-massign-014,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-massign-014-remove-reproduction-step-07,mutated,canonical-massign-014,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-norepro-009-add-irrelevant-detail-03,mutated,canonical-norepro-009,add_irrelevant_detail,invalid,reject,rules-baseline,reject,1,0.0,1.0,1.0,1.0,1.0,0.825
mut-norepro-009-confidence-overstatement-02,mutated,canonical-norepro-009,confidence_overstatement,invalid,reject,rules-baseline,reject,1,0.0,1.0,1.0,1.0,1.0,0.825
mut-norepro-009-professionalize-language-01,mutated,canonical-norepro-009,professionalize_language,invalid,reject,rules-baseline,reject,1,0.0,1.0,1.0,1.0,1.0,0.825
mut-norepro-009-scope-expansion-04,mutated,canonical-norepro-009,scope_expansion,invalid,reject,rules-baseline,reject,1,0.0,1.0,1.0,1.0,0.6,0.825
mut-oauthstate-029-add-irrelevant-detail-01,mutated,canonical-oauthstate-029,add_irrelevant_detail,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-oauthstate-029-confidence-overstatement-04,mutated,canonical-oauthstate-029,confidence_overstatement,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-oauthstate-029-professionalize-language-05,mutated,canonical-oauthstate-029,professionalize_language,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-oauthstate-029-remove-affected-version-03,mutated,canonical-oauthstate-029,remove_affected_version,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,0.95,0.75,0.5
mut-oauthstate-029-remove-reproduction-step-02,mutated,canonical-oauthstate-029,remove_reproduction_step,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.5
mut-oob-008-add-irrelevant-detail-02,mutated,canonical-oob-008,add_irrelevant_detail,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-oob-008-confidence-overstatement-01,mutated,canonical-oob-008,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-oob-008-professionalize-language-04,mutated,canonical-oob-008,professionalize_language,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-oob-008-scope-expansion-03,mutated,canonical-oob-008,scope_expansion,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,0.6,0.6
mut-openred-015-add-irrelevant-detail-05,mutated,canonical-openred-015,add_irrelevant_detail,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-openred-015-contradict-observed-result-04,mutated,canonical-openred-015,contradict_observed_result,valid,reject,rules-baseline,reject,1,0.45,1.0,1.0,1.0,1.0,0.6
mut-openred-015-fabricate-reference-01,mutated,canonical-openred-015,fabricate_reference,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,1.0,1.0,0.45
mut-openred-015-impact-inflation-08,mutated,canonical-openred-015,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.55,1.0,1.0,0.45
mut-openred-015-impossible-precondition-03,mutated,canonical-openred-015,impossible_precondition,valid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-openred-015-misattribute-cve-02,mutated,canonical-openred-015,misattribute_cve,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.7,1.0,1.0,1.0,1.0,0.45
mut-openred-015-remove-affected-version-07,mutated,canonical-openred-015,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-openred-015-remove-reproduction-step-06,mutated,canonical-openred-015,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-pair1a-cookie-professionalize-language-01,mutated,canonical-pair1a-cookie,professionalize_language,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-pair1b-cookie-confidence-overstatement-01,mutated,canonical-pair1b-cookie,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair2a-dirlist-professionalize-language-01,mutated,canonical-pair2a-dirlist,professionalize_language,invalid,reject,rules-baseline,needs_manual_review,0,1.0,1.0,1.0,0.772,1.0,0.45
mut-pair2b-dirlist-confidence-overstatement-01,mutated,canonical-pair2b-dirlist,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair3a-comment-professionalize-language-01,mutated,canonical-pair3a-comment,professionalize_language,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-pair3b-comment-confidence-overstatement-01,mutated,canonical-pair3b-comment,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair4a-passpol-professionalize-language-01,mutated,canonical-pair4a-passpol,professionalize_language,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-pair4b-passpol-confidence-overstatement-01,mutated,canonical-pair4b-passpol,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair5a-health-professionalize-language-01,mutated,canonical-pair5a-health,professionalize_language,invalid,reject,rules-baseline,needs_manual_review,0,1.0,1.0,1.0,0.772,1.0,0.45
mut-pair5b-health-confidence-overstatement-01,mutated,canonical-pair5b-health,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair6a-logout-professionalize-language-01,mutated,canonical-pair6a-logout,professionalize_language,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-pair6b-logout-confidence-overstatement-01,mutated,canonical-pair6b-logout,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair7a-404-professionalize-language-01,mutated,canonical-pair7a-404,professionalize_language,invalid,reject,rules-baseline,needs_manual_review,0,1.0,1.0,1.0,0.772,1.0,0.45
mut-pair7b-404-confidence-overstatement-01,mutated,canonical-pair7b-404,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pair8a-session-professionalize-language-01,mutated,canonical-pair8a-session,professionalize_language,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-pair8b-session-confidence-overstatement-01,mutated,canonical-pair8b-session,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-pathtrav-017-add-irrelevant-detail-04,mutated,canonical-pathtrav-017,add_irrelevant_detail,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-pathtrav-017-contradict-observed-result-03,mutated,canonical-pathtrav-017,contradict_observed_result,valid,reject,rules-baseline,reject,1,0.0,1.0,1.0,1.0,1.0,0.825
mut-pathtrav-017-impact-inflation-07,mutated,canonical-pathtrav-017,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.55,1.0,1.0,0.45
mut-pathtrav-017-impossible-precondition-02,mutated,canonical-pathtrav-017,impossible_precondition,valid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-pathtrav-017-misattribute-cve-01,mutated,canonical-pathtrav-017,misattribute_cve,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.7,1.0,1.0,1.0,1.0,0.45
mut-pathtrav-017-remove-affected-version-06,mutated,canonical-pathtrav-017,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-pathtrav-017-remove-reproduction-step-05,mutated,canonical-pathtrav-017,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-pathtrav-017-scope-expansion-08,mutated,canonical-pathtrav-017,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-perm-012-add-irrelevant-detail-05,mutated,canonical-perm-012,add_irrelevant_detail,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-perm-012-confidence-overstatement-03,mutated,canonical-perm-012,confidence_overstatement,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-perm-012-professionalize-language-04,mutated,canonical-perm-012,professionalize_language,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-perm-012-remove-affected-version-02,mutated,canonical-perm-012,remove_affected_version,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,0.95,0.75,0.5
mut-perm-012-remove-reproduction-step-01,mutated,canonical-perm-012,remove_reproduction_step,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-permdiff-020-add-irrelevant-detail-04,mutated,canonical-permdiff-020,add_irrelevant_detail,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-permdiff-020-confidence-overstatement-02,mutated,canonical-permdiff-020,confidence_overstatement,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-permdiff-020-professionalize-language-03,mutated,canonical-permdiff-020,professionalize_language,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-permdiff-020-remove-affected-version-01,mutated,canonical-permdiff-020,remove_affected_version,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,0.95,0.75,0.5
mut-permdiff-020-remove-reproduction-step-05,mutated,canonical-permdiff-020,remove_reproduction_step,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.5
mut-racecond-018-add-irrelevant-detail-03,mutated,canonical-racecond-018,add_irrelevant_detail,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-racecond-018-contradict-observed-result-02,mutated,canonical-racecond-018,contradict_observed_result,valid,reject,rules-baseline,reject,1,0.45,1.0,1.0,1.0,1.0,0.6
mut-racecond-018-impact-inflation-06,mutated,canonical-racecond-018,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.45,1.0,1.0,0.45
mut-racecond-018-impossible-precondition-01,mutated,canonical-racecond-018,impossible_precondition,valid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-racecond-018-invent-api-identifier-08,mutated,canonical-racecond-018,invent_api_identifier,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.55,0.83,1.0,1.0,1.0,0.45
mut-racecond-018-remove-affected-version-05,mutated,canonical-racecond-018,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-racecond-018-remove-reproduction-step-04,mutated,canonical-racecond-018,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-racecond-018-scope-expansion-07,mutated,canonical-racecond-018,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-ratelimit-010-add-irrelevant-detail-03,mutated,canonical-ratelimit-010,add_irrelevant_detail,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-ratelimit-010-confidence-overstatement-01,mutated,canonical-ratelimit-010,confidence_overstatement,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-ratelimit-010-professionalize-language-02,mutated,canonical-ratelimit-010,professionalize_language,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-ratelimit-010-remove-affected-version-05,mutated,canonical-ratelimit-010,remove_affected_version,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,0.95,0.75,0.5
mut-ratelimit-010-remove-reproduction-step-04,mutated,canonical-ratelimit-010,remove_reproduction_step,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.5
mut-ratelimit2-032-add-irrelevant-detail-02,mutated,canonical-ratelimit2-032,add_irrelevant_detail,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-ratelimit2-032-confidence-overstatement-05,mutated,canonical-ratelimit2-032,confidence_overstatement,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-ratelimit2-032-professionalize-language-01,mutated,canonical-ratelimit2-032,professionalize_language,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-ratelimit2-032-remove-affected-version-04,mutated,canonical-ratelimit2-032,remove_affected_version,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,0.95,0.75,0.5
mut-ratelimit2-032-remove-reproduction-step-03,mutated,canonical-ratelimit2-032,remove_reproduction_step,review,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,1.0,0.5
mut-robots-022-add-irrelevant-detail-01,mutated,canonical-robots-022,add_irrelevant_detail,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-robots-022-confidence-overstatement-04,mutated,canonical-robots-022,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-robots-022-professionalize-language-03,mutated,canonical-robots-022,professionalize_language,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,1.0,0.6
mut-robots-022-scope-expansion-02,mutated,canonical-robots-022,scope_expansion,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,1.0,0.6,0.6
mut-saml-019-add-irrelevant-detail-02,mutated,canonical-saml-019,add_irrelevant_detail,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-saml-019-contradict-observed-result-01,mutated,canonical-saml-019,contradict_observed_result,valid,reject,rules-baseline,reject,1,0.45,1.0,1.0,1.0,1.0,0.6
mut-saml-019-impact-inflation-05,mutated,canonical-saml-019,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.45,1.0,1.0,0.45
mut-saml-019-invent-api-identifier-07,mutated,canonical-saml-019,invent_api_identifier,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.55,0.83,1.0,1.0,1.0,0.45
mut-saml-019-professionalize-language-08,mutated,canonical-saml-019,professionalize_language,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-saml-019-remove-affected-version-04,mutated,canonical-saml-019,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-saml-019-remove-reproduction-step-03,mutated,canonical-saml-019,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-saml-019-scope-expansion-06,mutated,canonical-saml-019,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-selfreg-023-add-irrelevant-detail-04,mutated,canonical-selfreg-023,add_irrelevant_detail,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-selfreg-023-confidence-overstatement-03,mutated,canonical-selfreg-023,confidence_overstatement,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-selfreg-023-professionalize-language-02,mutated,canonical-selfreg-023,professionalize_language,invalid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-selfreg-023-scope-expansion-01,mutated,canonical-selfreg-023,scope_expansion,invalid,reject,rules-baseline,needs_manual_review,0,1.0,1.0,1.0,1.0,0.6,0.45
mut-sqlx-002-add-irrelevant-detail-01,mutated,canonical-sqlx-002,add_irrelevant_detail,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-sqlx-002-confidence-overstatement-08,mutated,canonical-sqlx-002,confidence_overstatement,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-sqlx-002-impact-inflation-04,mutated,canonical-sqlx-002,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.45,1.0,1.0,0.45
mut-sqlx-002-invent-api-identifier-06,mutated,canonical-sqlx-002,invent_api_identifier,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.55,0.83,1.0,1.0,1.0,0.45
mut-sqlx-002-professionalize-language-07,mutated,canonical-sqlx-002,professionalize_language,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-sqlx-002-remove-affected-version-03,mutated,canonical-sqlx-002,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-sqlx-002-remove-reproduction-step-02,mutated,canonical-sqlx-002,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-sqlx-002-scope-expansion-05,mutated,canonical-sqlx-002,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-ssrf-005-confidence-overstatement-07,mutated,canonical-ssrf-005,confidence_overstatement,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-ssrf-005-fabricate-reference-08,mutated,canonical-ssrf-005,fabricate_reference,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,1.0,1.0,0.45
mut-ssrf-005-impact-inflation-03,mutated,canonical-ssrf-005,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.55,1.0,1.0,0.45
mut-ssrf-005-invent-api-identifier-05,mutated,canonical-ssrf-005,invent_api_identifier,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.55,0.83,1.0,1.0,1.0,0.45
mut-ssrf-005-professionalize-language-06,mutated,canonical-ssrf-005,professionalize_language,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-ssrf-005-remove-affected-version-02,mutated,canonical-ssrf-005,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-ssrf-005-remove-reproduction-step-01,mutated,canonical-ssrf-005,remove_reproduction_step,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,0.772,1.0,0.45
mut-ssrf-005-scope-expansion-04,mutated,canonical-ssrf-005,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-tokenurl-013-confidence-overstatement-06,mutated,canonical-tokenurl-013,confidence_overstatement,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-tokenurl-013-fabricate-reference-07,mutated,canonical-tokenurl-013,fabricate_reference,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,1.0,1.0,0.45
mut-tokenurl-013-impact-inflation-02,mutated,canonical-tokenurl-013,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.45,1.0,1.0,0.45
mut-tokenurl-013-invent-api-identifier-04,mutated,canonical-tokenurl-013,invent_api_identifier,valid,needs_manual_review,rules-baseline,reject,0,0.1,0.78,1.0,1.0,1.0,0.775
mut-tokenurl-013-misattribute-cve-08,mutated,canonical-tokenurl-013,misattribute_cve,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.7,1.0,1.0,1.0,1.0,0.45
mut-tokenurl-013-professionalize-language-05,mutated,canonical-tokenurl-013,professionalize_language,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-tokenurl-013-remove-affected-version-01,mutated,canonical-tokenurl-013,remove_affected_version,valid,accept,rules-baseline,accept,1,1.0,0.9,1.0,0.95,0.75,0.724
mut-tokenurl-013-scope-expansion-03,mutated,canonical-tokenurl-013,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-totiming-019-add-irrelevant-detail-01,mutated,canonical-totiming-019,add_irrelevant_detail,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,1.0,1.0,0.6
mut-totiming-019-confidence-overstatement-04,mutated,canonical-totiming-019,confidence_overstatement,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,1.0,1.0,0.6
mut-totiming-019-professionalize-language-05,mutated,canonical-totiming-019,professionalize_language,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,1.0,1.0,0.6
mut-totiming-019-remove-affected-version-03,mutated,canonical-totiming-019,remove_affected_version,review,needs_manual_review,rules-baseline,reject,0,1.0,0.9,1.0,0.95,0.75,0.6
mut-totiming-019-remove-reproduction-step-02,mutated,canonical-totiming-019,remove_reproduction_step,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,0.772,1.0,0.6
mut-verb-021-add-irrelevant-detail-03,mutated,canonical-verb-021,add_irrelevant_detail,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-verb-021-confidence-overstatement-02,mutated,canonical-verb-021,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-verb-021-professionalize-language-01,mutated,canonical-verb-021,professionalize_language,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-verb-021-scope-expansion-04,mutated,canonical-verb-021,scope_expansion,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,0.6,0.6
mut-versiondisc-024-add-irrelevant-detail-02,mutated,canonical-versiondisc-024,add_irrelevant_detail,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-versiondisc-024-confidence-overstatement-01,mutated,canonical-versiondisc-024,confidence_overstatement,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-versiondisc-024-professionalize-language-04,mutated,canonical-versiondisc-024,professionalize_language,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,1.0,0.6
mut-versiondisc-024-scope-expansion-03,mutated,canonical-versiondisc-024,scope_expansion,invalid,reject,rules-baseline,reject,1,1.0,1.0,1.0,0.772,0.6,0.6
mut-websig-018-confidence-overstatement-05,mutated,canonical-websig-018,confidence_overstatement,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-websig-018-fabricate-reference-06,mutated,canonical-websig-018,fabricate_reference,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,1.0,1.0,0.45
mut-websig-018-impact-inflation-01,mutated,canonical-websig-018,impact_inflation,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,0.45,1.0,1.0,0.45
mut-websig-018-impossible-precondition-08,mutated,canonical-websig-018,impossible_precondition,valid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-websig-018-invent-api-identifier-03,mutated,canonical-websig-018,invent_api_identifier,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.55,0.83,1.0,1.0,1.0,0.45
mut-websig-018-misattribute-cve-07,mutated,canonical-websig-018,misattribute_cve,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.7,1.0,1.0,1.0,1.0,0.45
mut-websig-018-professionalize-language-04,mutated,canonical-websig-018,professionalize_language,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-websig-018-scope-expansion-02,mutated,canonical-websig-018,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-wstoken-022-add-irrelevant-detail-05,mutated,canonical-wstoken-022,add_irrelevant_detail,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,1.0,1.0,0.6
mut-wstoken-022-confidence-overstatement-03,mutated,canonical-wstoken-022,confidence_overstatement,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,1.0,1.0,0.6
mut-wstoken-022-professionalize-language-04,mutated,canonical-wstoken-022,professionalize_language,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,1.0,1.0,0.6
mut-wstoken-022-remove-affected-version-02,mutated,canonical-wstoken-022,remove_affected_version,review,needs_manual_review,rules-baseline,reject,0,1.0,0.9,1.0,0.95,0.75,0.6
mut-wstoken-022-remove-reproduction-step-01,mutated,canonical-wstoken-022,remove_reproduction_step,review,needs_manual_review,rules-baseline,reject,0,1.0,1.0,1.0,0.772,1.0,0.6
mut-xsrf-003-confidence-overstatement-04,mutated,canonical-xsrf-003,confidence_overstatement,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-xsrf-003-contradict-observed-result-08,mutated,canonical-xsrf-003,contradict_observed_result,valid,reject,rules-baseline,reject,1,0.45,1.0,1.0,1.0,1.0,0.6
mut-xsrf-003-fabricate-reference-05,mutated,canonical-xsrf-003,fabricate_reference,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,0.9,1.0,1.0,1.0,0.45
mut-xsrf-003-impossible-precondition-07,mutated,canonical-xsrf-003,impossible_precondition,valid,reject,rules-baseline,accept,0,1.0,1.0,1.0,1.0,1.0,0.852
mut-xsrf-003-invent-api-identifier-02,mutated,canonical-xsrf-003,invent_api_identifier,valid,needs_manual_review,rules-baseline,needs_manual_review,1,0.55,0.83,1.0,1.0,1.0,0.45
mut-xsrf-003-misattribute-cve-06,mutated,canonical-xsrf-003,misattribute_cve,valid,needs_manual_review,rules-baseline,reject,0,0.4,1.0,1.0,1.0,1.0,0.625
mut-xsrf-003-professionalize-language-03,mutated,canonical-xsrf-003,professionalize_language,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
mut-xsrf-003-scope-expansion-01,mutated,canonical-xsrf-003,scope_expansion,valid,needs_manual_review,rules-baseline,needs_manual_review,1,1.0,1.0,1.0,1.0,0.6,0.45
mut-xssref-016-add-irrelevant-detail-08,mutated,canonical-xssref-016,add_irrelevant_detail,valid,accept,rules-baseline,accept,1,1.0,1.0,1.0,1.0,1.0,0.852
